사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20220501,7호선,남성,5648,5667,20220504
20220501,7호선,숭실대입구,6017,6753,20220504
20220501,7호선,상도,5645,6010,20220504
20220501,7호선,장승배기,4600,4650,20220504
20220501,7호선,신대방삼거리,8552,8417,20220504
20220501,7호선,보라매,4652,4792,20220504
20220501,7호선,신풍,6573,6373,20220504
20220501,7호선,대림,8173,7352,20220504
20220501,7호선,남구로,7045,6716,20220504
20220501,7호선,가산디지털단지,11663,10814,20220504
20220501,7호선,철산,11251,11206,20220504
20220501,7호선,광명사거리,13293,13140,20220504
20220501,7호선,천왕,5250,5073,20220504
20220501,7호선,온수,4124,4319,20220504
20220501,8호선,암사,9599,9113,20220504
20220501,8호선,천호,9280,10601,20220504
20220501,8호선,강동구청,4719,4979,20220504
20220501,8호선,몽촌토성,3865,3766,20220504
20220501,8호선,잠실,10802,12451,20220504
20220501,8호선,석촌,4368,5529,20220504
20220501,8호선,송파,4212,4352,20220504
20220501,8호선,가락시장,3370,4176,20220504
20220501,8호선,문정,5602,5966,20220504
20220501,8호선,장지,9723,9796,20220504
20220501,8호선,복정,5132,4863,20220504
20220501,8호선,산성,3424,3580,20220504
20220501,8호선,남한산성입구,7112,6916,20220504
20220501,8호선,단대오거리,5900,5764,20220504
20220501,8호선,신흥,2692,3033,20220504
20220501,8호선,수진,3209,2937,20220504
20220501,8호선,모란,2971,2429,20220504
20220501,8호선,남위례,2544,2583,20220504
20220501,9호선,개화,1288,1141,20220504
20220501,9호선,김포공항,7687,11819,20220504
20220501,9호선,공항시장,1862,2014,20220504
20220501,9호선,신방화,3576,3563,20220504
20220501,9호선,마곡나루,6460,6452,20220504
20220501,9호선,양천향교,4349,4596,20220504
20220501,9호선,가양,10898,10933,20220504
20220501,9호선,증미,2966,2935,20220504
20220501,9호선,등촌,5316,5486,20220504
20220501,9호선,염창,9212,9223,20220504
20220501,9호선,신목동,1978,1748,20220504
20220501,9호선,선유도,3321,3387,20220504
20220501,9호선,당산,10093,9701,20220504
20220501,9호선,국회의사당,5260,4762,20220504
20220501,9호선,여의도,10992,9752,20220504
20220501,9호선,샛강,2069,1922,20220504
20220501,9호선,노량진,16085,16910,20220504
20220501,9호선,노들,3026,2808,20220504
20220501,9호선,흑석,4503,4868,20220504
20220501,9호선,동작,1633,1370,20220504
20220501,9호선,구반포,453,467,20220504
20220501,9호선,신반포,2335,2590,20220504
20220501,9호선,고속터미널,12979,18275,20220504
20220501,9호선,사평,1713,1765,20220504
20220501,9호선,신논현,17982,16476,20220504
20220501,9호선2~3단계,언주,4064,3985,20220504
20220501,9호선2~3단계,선정릉,3199,3672,20220504
20220501,9호선2~3단계,삼성중앙,2139,2241,20220504
20220501,9호선2~3단계,봉은사,9250,9270,20220504
20220501,9호선2~3단계,종합운동장,3785,3219,20220504
20220501,9호선2~3단계,삼전,3739,3749,20220504
20220501,9호선2~3단계,석촌고분,3502,3401,20220504
20220501,9호선2~3단계,석촌,5258,4567,20220504
20220501,9호선2~3단계,송파나루,3694,3903,20220504
20220501,9호선2~3단계,한성백제,1539,1477,20220504
20220501,9호선2~3단계,올림픽공원,9811,9880,20220504
20220501,9호선2~3단계,둔촌오륜,527,553,20220504
20220501,9호선2~3단계,중앙보훈병원,3742,3522,20220504
20220501,경강선,판교,2733,2551,20220504
20220501,경강선,이매,793,521,20220504
20220501,경강선,삼동,1196,1171,20220504
20220501,경강선,경기광주,4471,4336,20220504
20220501,경강선,초월,1740,1747,20220504
20220501,경강선,곤지암,1728,1847,20220504
20220501,경강선,신둔도예촌,1057,1101,20220504
20220501,경강선,이천,2350,2557,20220504
20220501,경강선,부발,1653,2357,20220504
20220501,경강선,세종대왕릉,371,327,20220504
20220501,경강선,여주,2519,2474,20220504
20220501,경부선,서울역,9183,2158,20220504
20220501,경부선,남영,4823,5147,20220504
20220501,경부선,용산,35900,32868,20220504
20220501,경부선,노량진,6587,6544,20220504
20220501,경부선,대방,6707,7013,20220504
20220501,경부선,영등포,35422,34223,20220504
20220501,경부선,신도림,2488,2622,20220504
20220501,경부선,신길,5207,4663,20220504
20220501,경부선,구로,10372,10467,20220504
20220501,경부선,가산디지털단지,5362,7168,20220504
20220501,경부선,금천구청,6832,6862,20220504
20220501,경부선,석수,5939,5700,20220504
20220501,경부선,관악,5734,5372,20220504
20220501,경부선,안양,14992,14407,20220504
20220501,경부선,명학,3446,3524,20220504
20220501,경부선,금정,16083,16527,20220504
20220501,경부선,군포,3320,3137,20220504
20220501,경부선,의왕,4891,4922,20220504
20220501,경부선,성균관대,8694,9678,20220504
20220501,경부선,화서,4686,4969,20220504
20220501,경부선,수원,40396,38732,20220504
20220501,경부선,독산,6885,6890,20220504
20220501,경부선,세류,2369,2241,20220504
20220501,경부선,병점,10592,11359,20220504
20220501,경원선,양주,5736,5847,20220504
20220501,경부선,세마,1992,1852,20220504
20220501,경부선,오산대,2723,2665,20220504
20220501,2호선,시청,8286,8128,20220504
20220501,경부선,오산,8614,9060,20220504
20220501,경원선,녹양,3028,2911,20220504
20220501,경원선,가능,4453,4200,20220504
20220501,경원선,의정부,15738,15866,20220504
20220501,경원선,회룡,8344,8335,20220504
20220501,경원선,망월사,4975,5202,20220504
20220501,경원선,도봉산,9927,7165,20220504
20220501,경원선,도봉,3777,3614,20220504
20220501,경원선,방학,6529,6369,20220504
20220501,경원선,녹천,2687,2333,20220504
20220501,경원선,월계,4134,3869,20220504
20220501,경원선,광운대,4430,4817,20220504
20220501,경원선,석계,5482,6074,20220504
20220501,경원선,신이문,5128,4932,20220504
20220501,경원선,외대앞,5241,5385,20220504
20220501,경원선,청량리,15465,14908,20220504
20220501,경원선,왕십리,10308,11919,20220504
20220501,경원선,응봉,1309,1249,20220504
20220501,경원선,옥수,63,41,20220504
20220501,경원선,한남,2030,2025,20220504
20220501,경원선,서빙고,1729,1820,20220504
20220501,경원선,이촌,2838,2020,20220504
20220501,경부선,광명,3037,2179,20220504
20220501,경원선,덕계,2173,2064,20220504
20220501,2호선,대림,16075,16562,20220504
20220501,경원선,덕정,3745,3967,20220504
20220501,경원선,지행,5138,5021,20220504
20220501,경원선,동두천중앙,2412,2318,20220504
20220501,경원선,보산,1748,1729,20220504
20220501,경원선,동두천,1502,2064,20220504
20220501,경원선,소요산,4848,4025,20220504
20220501,경의선,서울역,1396,1189,20220504
20220501,경의선,신촌,311,336,20220504
20220501,경의선,효창공원앞,1441,1680,20220504
20220501,경의선,공덕,1963,1586,20220504
20220501,경의선,서강대,1368,1436,20220504
20220501,경의선,홍대입구,1817,2346,20220504
20220501,경의선,가좌,3030,2964,20220504
20220501,경의선,디지털미디어시티,1536,1524,20220504
20220501,경의선,수색,956,1056,20220504
20220501,경의선,화전,980,1130,20220504
20220501,경의선,강매,1731,1670,20220504
20220501,경의선,행신,5112,4672,20220504
20220501,2호선,신도림,29504,30452,20220504
20220501,2호선,문래,8620,9271,20220504
20220501,2호선,영등포구청,8742,9211,20220504
20220501,2호선,당산,10135,10929,20220504
20220501,2호선,합정,23125,24575,20220504
20220501,2호선,홍대입구,57854,55945,20220504
20220501,2호선,신촌,24449,23858,20220504
20220501,2호선,이대,7937,8693,20220504
20220501,2호선,아현,5790,5714,20220504
20220501,2호선,충정로,4212,4460,20220504
20220501,2호선,용답,1874,1975,20220504
20220501,2호선,신답,924,922,20220504
20220501,2호선,신설동,3641,3695,20220504
20220501,2호선,도림천,530,548,20220504
20220501,2호선,양천구청,3443,3644,20220504
20220501,2호선,신정네거리,5692,5821,20220504
20220501,2호선,용두,1248,1258,20220504
20220501,3호선,지축,2740,2499,20220504
20220501,3호선,구파발,12738,13222,20220504
20220501,3호선,연신내,23088,22117,20220504
20220501,3호선,불광,10896,12777,20220504
20220501,3호선,녹번,7901,7461,20220504
20220501,3호선,홍제,10596,10123,20220504
20220501,3호선,무악재,2170,2397,20220504
20220501,3호선,독립문,5123,5830,20220504
20220501,3호선,경복궁,20437,18453,20220504
20220501,3호선,안국,18204,18370,20220504
20220501,3호선,종로3가,5137,6200,20220504
20220501,3호선,을지로3가,4440,3908,20220504
20220501,3호선,동대입구,5524,6136,20220504
20220501,3호선,약수,7383,7336,20220504
20220501,3호선,금호,4479,4416,20220504
20220501,3호선,옥수,5509,5794,20220504
20220501,3호선,압구정,14505,15139,20220504
20220501,3호선,신사,16157,15508,20220504
20220501,3호선,잠원,2535,2506,20220504
20220501,3호선,고속터미널,47617,44736,20220504
20220501,3호선,교대,4768,2924,20220504
20220501,3호선,남부터미널,15448,16573,20220504
20220501,3호선,양재,14818,17187,20220504
20220501,3호선,매봉,4346,4303,20220504
20220501,3호선,도곡,2136,2240,20220504
20220501,3호선,대치,5049,4747,20220504
20220501,3호선,학여울,2449,2760,20220504
20220501,3호선,대청,4333,4342,20220504
20220501,3호선,일원,3556,3880,20220504
20220501,3호선,수서,11219,11239,20220504
20220501,3호선,가락시장,3999,4214,20220504
20220501,3호선,경찰병원,2820,2818,20220504
20220501,3호선,오금,2800,2851,20220504
20220501,4호선,당고개,6778,6498,20220504
20220501,경의선,능곡,2452,2510,20220504
20220501,4호선,상계,13599,13167,20220504
