사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20221203,중앙선,구리,10900,11105,20221206
20221203,중앙선,양원,1987,1859,20221206
20221203,중앙선,망우,6567,6502,20221206
20221203,1호선,서울역,43273,43138,20221206
20221203,1호선,시청,18774,18675,20221206
20221203,1호선,종각,25092,24106,20221206
20221203,1호선,종로3가,26930,25154,20221206
20221203,1호선,종로5가,21076,21086,20221206
20221203,1호선,동대문,10753,10472,20221206
20221203,1호선,신설동,10474,9767,20221206
20221203,1호선,제기동,14942,15155,20221206
20221203,1호선,청량리,18413,18561,20221206
20221203,1호선,동묘앞,10814,11252,20221206
20221203,2호선,시청,14094,10985,20221206
20221203,2호선,을지로입구,35378,33748,20221206
20221203,2호선,을지로3가,14022,13805,20221206
20221203,2호선,을지로4가,8731,9370,20221206
20221203,2호선,동대문역사문화공원,11889,13509,20221206
20221203,2호선,상왕십리,10337,9700,20221206
20221203,2호선,왕십리,14620,13404,20221206
20221203,2호선,한양대,6031,6356,20221206
20221203,2호선,뚝섬,15682,15723,20221206
20221203,2호선,성수,24434,27450,20221206
20221203,2호선,건대입구,35093,38638,20221206
20221203,2호선,구의,17815,17032,20221206
20221203,2호선,강변,31431,30966,20221206
20221203,2호선,잠실나루,8296,8049,20221206
20221203,2호선,잠실,76307,74591,20221206
20221203,2호선,잠실새내,18687,19124,20221206
20221203,2호선,종합운동장,10424,11518,20221206
20221203,2호선,삼성,39530,39275,20221206
20221203,2호선,선릉,26869,23492,20221206
20221203,2호선,역삼,19962,21788,20221206
20221203,2호선,강남,60929,60698,20221206
20221203,2호선,교대,18801,22002,20221206
20221203,2호선,서초,13921,11955,20221206
20221203,2호선,방배,12224,12701,20221206
20221203,2호선,사당,38646,43386,20221206
20221203,2호선,낙성대,22384,20761,20221206
20221203,2호선,서울대입구,38207,36856,20221206
20221203,2호선,봉천,18344,16595,20221206
20221203,2호선,신림,49644,47198,20221206
20221203,2호선,신대방,20750,19527,20221206
20221203,2호선,구로디지털단지,37591,37204,20221206
20221203,2호선,대림,18608,19631,20221206
20221203,2호선,신도림,45718,47044,20221206
20221203,2호선,문래,14235,15228,20221206
20221203,2호선,영등포구청,14072,15156,20221206
20221203,2호선,당산,13988,15414,20221206
20221203,2호선,합정,32091,36141,20221206
20221203,2호선,홍대입구,74179,82462,20221206
20221203,2호선,신촌,34916,35470,20221206
20221203,2호선,이대,12595,13177,20221206
20221203,2호선,아현,8109,7554,20221206
20221203,2호선,충정로,6735,6805,20221206
20221203,2호선,용답,2300,2195,20221206
20221203,2호선,신답,1147,1112,20221206
20221203,2호선,신설동,3426,3385,20221206
20221203,2호선,도림천,857,880,20221206
20221203,2호선,양천구청,4746,4755,20221206
20221203,2호선,신정네거리,7782,7758,20221206
20221203,2호선,용두,1750,1709,20221206
20221203,3호선,지축,4360,4100,20221206
20221203,3호선,구파발,15574,15756,20221206
20221203,3호선,연신내,29309,27701,20221206
20221203,3호선,불광,13534,15110,20221206
20221203,3호선,녹번,11465,9914,20221206
20221203,3호선,홍제,14245,13360,20221206
20221203,3호선,무악재,3198,3141,20221206
20221203,3호선,독립문,5980,6218,20221206
20221203,3호선,경복궁,19148,20008,20221206
