사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20221101,6호선,봉화산,10007,9303,20221104
20221101,7호선,장암,2696,962,20221104
20221101,7호선,도봉산,10725,12174,20221104
20221101,7호선,마들,14273,13470,20221104
20221101,7호선,노원,20944,21978,20221104
20221101,7호선,중계,16148,14761,20221104
20221101,7호선,하계,19590,18510,20221104
20221101,7호선,공릉,13465,13366,20221104
20221101,7호선,태릉입구,10094,9678,20221104
20221101,7호선,먹골,11051,10743,20221104
20221101,7호선,중화,11552,11512,20221104
20221101,7호선,상봉,17796,16968,20221104
20221101,7호선,면목,17637,17051,20221104
20221101,7호선,사가정,17358,17542,20221104
20221101,7호선,고속터미널,15911,13797,20221104
20221101,7호선,용마산,6501,6312,20221104
20221101,7호선,중곡,12285,11335,20221104
20221101,7호선,군자,16052,12784,20221104
20221101,7호선,어린이대공원,18941,19599,20221104
20221101,7호선,건대입구,13989,14610,20221104
20221101,7호선,뚝섬유원지,8883,8655,20221104
20221101,7호선,청담,21952,24261,20221104
20221101,7호선,강남구청,18494,20593,20221104
20221101,7호선,학동,26599,27770,20221104
20221101,7호선,논현,20399,21097,20221104
20221101,5호선,신정,14960,12307,20221104
20221101,5호선,목동,18316,19786,20221104
20221101,중앙선,팔당,933,968,20221104
20221101,중앙선,도심,2736,2114,20221104
20221101,중앙선,덕소,6127,5994,20221104
20221101,중앙선,양정,830,681,20221104
20221101,중앙선,도농,12814,11511,20221104
20221101,중앙선,구리,14745,14930,20221104
20221101,중앙선,양원,3456,3316,20221104
20221101,중앙선,망우,8531,8287,20221104
20221101,중앙선,상봉,6203,6077,20221104
20221101,중앙선,중랑,6118,5842,20221104
20221101,중앙선,회기,30661,29782,20221104
20221101,장항선,신창,3047,2967,20221104
20221101,장항선,온양온천,4235,4340,20221104
20221101,장항선,배방,1281,1212,20221104
20221101,장항선,탕정,1197,1054,20221104
20221101,장항선,아산,4043,3579,20221104
20221101,장항선,쌍용,3281,3124,20221104
20221101,장항선,봉명,1476,1389,20221104
20221101,일산선,대화,14530,10963,20221104
20221101,일산선,주엽,10125,10284,20221104
20221101,일산선,정발산,7428,7572,20221104
20221101,일산선,마두,8306,8508,20221104
20221101,일산선,백석,10375,10378,20221104
20221101,일산선,대곡,2462,1942,20221104
20221101,일산선,화정,18013,18505,20221104
20221101,일산선,원당,12352,11761,20221104
20221101,일산선,삼송,21248,20734,20221104
20221101,일산선,원흥,12839,12016,20221104
20221101,우이신설선,신설동,2536,2382,20221104
20221101,우이신설선,보문,1695,1668,20221104
20221101,우이신설선,성신여대입구,3595,4116,20221104
20221101,우이신설선,정릉,5424,5141,20221104
20221101,우이신설선,북한산보국문,7047,6922,20221104
20221101,우이신설선,솔샘,6348,6346,20221104
20221101,우이신설선,삼양사거리,2748,2768,20221104
20221101,우이신설선,삼양,2119,2322,20221104
20221101,우이신설선,화계,3821,3585,20221104
20221101,우이신설선,가오리,4636,4521,20221104
20221101,우이신설선,4.19민주묘지,4604,4593,20221104
20221101,우이신설선,솔밭공원,2783,2704,20221104
20221101,우이신설선,북한산우이,3565,3081,20221104
20221101,안산선,수리산,4708,3818,20221104
20221101,안산선,오이도,9252,8924,20221104
20221101,안산선,정왕,11072,11317,20221104
20221101,안산선,신길온천,2074,1913,20221104
20221101,안산선,안산,12552,11250,20221104
20221101,안산선,초지,5824,5972,20221104
20221101,안산선,고잔,10273,9763,20221104
20221101,안산선,중앙,19308,20284,20221104
20221101,안산선,한대앞,11266,11361,20221104
20221101,안산선,상록수,17801,18246,20221104
20221101,안산선,반월,4641,4518,20221104
20221101,안산선,대야미,5616,5001,20221104
20221101,안산선,산본,17205,18774,20221104
20221101,신림선,관악산,3118,3223,20221104
20221101,신림선,서울대벤처타운,7943,7804,20221104
20221101,신림선,서원,3238,2761,20221104
20221101,신림선,신림,1692,2252,20221104
20221101,신림선,당곡,4028,3897,20221104
