사용일자,노선명,역명,승차총승객수,하차총승객수,등록일자
20221105,5호선,개화산,4036,3848,20221108
20221105,5호선,김포공항,7416,7585,20221108
20221105,5호선,송정,5400,5119,20221108
20221105,5호선,마곡,6420,6499,20221108
20221105,중앙선,운길산,1466,1419,20221108
20221105,중앙선,팔당,1403,1593,20221108
20221105,중앙선,도심,1842,1526,20221108
20221105,5호선,방이,6141,6137,20221108
20221105,5호선,발산,15984,17703,20221108
20221105,중앙선,지평,50,85,20221108
20221105,중앙선,용문,5136,5498,20221108
20221105,중앙선,원덕,446,526,20221108
20221105,중앙선,양평,3262,3562,20221108
20221105,5호선,강동,14171,13392,20221108
20221105,5호선,천호,18766,17945,20221108
20221105,5호선,광나루,12086,11282,20221108
20221105,5호선,아차산,14977,14570,20221108
20221105,5호선,군자,9449,10482,20221108
20221105,5호선,장한평,12456,12106,20221108
20221105,5호선,답십리,11405,10302,20221108
20221105,5호선,마장,4378,4122,20221108
20221105,5호선,왕십리,3659,4601,20221108
20221105,5호선,행당,6129,5191,20221108
20221105,5호선,신금호,4442,4561,20221108
20221105,5호선,청구,2551,2550,20221108
20221105,5호선,동대문역사문화공원,1429,1874,20221108
20221105,5호선,을지로4가,4196,4861,20221108
20221105,5호선,종로3가,17124,16813,20221108
20221105,5호선,광화문,22661,22263,20221108
20221105,5호선,서대문,9518,9139,20221108
20221105,5호선,충정로,2159,1931,20221108
20221105,5호선,애오개,4117,3911,20221108
20221105,5호선,공덕,8266,8702,20221108
20221105,5호선,마포,8457,8531,20221108
20221105,5호선,여의나루,14418,17585,20221108
20221105,5호선,여의도,14772,15221,20221108
20221105,5호선,신길,3173,3174,20221108
20221105,5호선,영등포시장,9471,10198,20221108
20221105,5호선,영등포구청,2187,2147,20221108
20221105,5호선,양평,4104,3754,20221108
20221105,5호선,오목교,18315,18746,20221108
20221105,중앙선,오빈,294,313,20221108
20221105,중앙선,아신,675,710,20221108
20221105,중앙선,국수,724,784,20221108
20221105,중앙선,신원,282,205,20221108
20221105,중앙선,양수,2363,2473,20221108
20221105,1호선,서울역,46683,46301,20221108
20221105,1호선,시청,22709,24519,20221108
20221105,1호선,종각,25787,23852,20221108
20221105,1호선,종로3가,27910,25687,20221108
20221105,1호선,종로5가,23084,22913,20221108
20221105,1호선,동대문,11365,11022,20221108
20221105,1호선,신설동,11149,10407,20221108
20221105,1호선,제기동,16527,16884,20221108
20221105,1호선,청량리,19487,19988,20221108
20221105,5호선,목동,12257,12544,20221108
20221105,5호선,신정,9892,8282,20221108
20221105,5호선,까치산,22968,21163,20221108
20221105,5호선,화곡,22166,19963,20221108
20221105,5호선,우장산,10831,10511,20221108
20221105,1호선,동묘앞,12375,13228,20221108
20221105,2호선,시청,17863,15968,20221108
20221105,2호선,을지로입구,29924,29144,20221108
20221105,2호선,을지로3가,14442,13987,20221108
20221105,2호선,을지로4가,9403,9814,20221108
20221105,2호선,동대문역사문화공원,12965,14818,20221108
20221105,2호선,신당,12451,13182,20221108
20221105,2호선,상왕십리,10661,9984,20221108
20221105,중앙선,덕소,4968,4939,20221108
20221105,중앙선,양정,591,511,20221108
20221105,중앙선,도농,8666,8223,20221108
20221105,중앙선,구리,11122,11398,20221108
20221105,중앙선,양원,2278,2024,20221108
20221105,중앙선,망우,7392,6953,20221108
20221105,중앙선,상봉,5345,5279,20221108
20221105,중앙선,중랑,4858,4716,20221108
20221105,중앙선,회기,25172,23594,20221108
20221105,장항선,신창,1481,1504,20221108
20221105,장항선,온양온천,5190,5227,20221108
20221105,장항선,배방,1221,1192,20221108
20221105,장항선,탕정,1015,893,20221108
20221105,장항선,아산,4102,3873,20221108
20221105,장항선,쌍용,2006,1804,20221108
20221105,장항선,봉명,825,765,20221108
20221105,일산선,대화,9825,8584,20221108
20221105,일산선,주엽,7283,7116,20221108
20221105,일산선,정발산,7154,7842,20221108
20221105,일산선,마두,5493,5541,20221108
20221105,일산선,백석,8205,8117,20221108
20221105,일산선,대곡,1511,1301,20221108
20221105,일산선,화정,14114,14308,20221108
20221105,일산선,원당,9124,8514,20221108
20221105,일산선,삼송,15828,15148,20221108
20221105,일산선,원흥,8664,8003,20221108
20221105,우이신설선,신설동,1595,1586,20221108
20221105,우이신설선,보문,1320,1306,20221108
